Date,BTC,ETH,XRP,LINK,LTC,BCH,ADA
2020/11/19,17834.63653,478.4043732,0.292357113,13.38414858,74.35395499,246.9760067,0.106464034
2020/11/20,17954.85801,473.573918,0.30171961,13.61857689,82.40680101,247.1515939,0.105995492
2020/11/21,18612.87067,507.6303417,0.32230647,14.12147617,82.04622857,257.3507741,0.114036038
2020/11/22,18591.8566,539.562594,0.432335048,15.13573596,85.38018596,299.3126789,0.128092198
2020/11/23,18629.99554,578.4629743,0.469949801,14.91743092,85.52222633,294.5446951,0.148595529
2020/11/24,18469.20047,609.1437149,0.597163077,15.38087605,89.02615392,319.5976955,0.154248956
2020/11/25,19045.73647,601.5316453,0.684358208,15.47492897,88.24355905,341.3071344,0.163707574
2020/11/26,18746.93481,567.7759673,0.618309504,14.16336455,82.01898997,313.3853736,0.155417185
2020/11/27,17187.40628,520.8333184,0.536828454,12.80617569,70.93928741,271.8790136,0.137877646
2020/11/28,17023.9614,515.5342237,0.552022709,12.38290419,68.57342697,264.4694788,0.137315774
2020/11/29,17814.78028,546.0136418,0.624437468,13.24644531,73.72652996,278.6416733,0.164549971
2020/11/30,18114.41435,567.6815131,0.606202593,13.13967468,79.18816759,282.8615566,0.164618989
2020/12/1,19382.36059,605.7631371,0.648221228,14.18319055,86.9197492,319.1752914,0.168284975
2020/12/2,18980.97745,593.6592575,0.626850536,13.61140555,87.45939119,293.2520731,0.156971344
2020/12/3,19184.89785,598.2636466,0.622005745,13.99167542,88.93447234,292.5400492,0.157047925
2020/12/4,19464.5317,615.4088785,0.628393959,13.96148394,88.49570622,290.8494623,0.164713799
2020/12/5,18813.12476,575.5926002,0.558034374,12.69698614,80.98206776,281.4055378,0.150047533
2020/12/6,19045.02027,592.4092013,0.581360142,13.11180107,82.09648756,283.5195612,0.158275411
2020/12/7,19113.9334,592.6159237,0.613557803,13.27534356,82.04223225,283.6788285,0.157400766
2020/12/8,19107.5998,589.663019,0.604460858,13.06438495,83.33930394,284.2057272,0.153935228
2020/12/9,18682.45783,563.4373127,0.57071782,12.13918574,77.43733154,269.1807546,0.143811085
2020/12/10,18543.00705,574.9030707,0.585554595,12.65659108,77.46398298,270.1038736,0.148136004
2020/12/11,18359.4766,564.3938575,0.576675787,12.03265259,75.29522437,267.2070959,0.142911379
2020/12/12,18137.31937,550.3806474,0.5802656,11.80220634,73.2491623,261.1523297,0.141598387
2020/12/13,18882.26017,573.0083479,0.51904181,12.28867816,77.2654376,269.6267485,0.145673478
2020/12/14,19060.2769,586.3212363,0.506438613,12.88676142,81.59653844,275.0335768,0.15322214
2020/12/15,19251.224,587.3035383,0.49785699,12.91087169,82.06275556,272.8887124,0.157246498
2020/12/16,19443.47635,588.2978961,0.472028315,12.68125287,81.66173323,289.0037729,0.154936248
2020/12/17,21310.65626,632.2912858,0.538903323,13.4009159,92.11771763,308.1734271,0.166756559
2020/12/18,22895.97624,645.0753045,0.585331329,13.61942797,103.2842991,311.8033171,0.164430276
2020/12/19,23008.77626,652.1960226,0.585051606,13.44027674,107.6881661,310.1635232,0.164256488
2020/12/20,23890.82265,663.552343,0.58861224,13.65303865,121.6544497,321.5684848,0.167325746
2020/12/21,23537.36989,635.5837929,0.560871351,13.03814832,114.6801235,345.6669523,0.161089477
2020/12/22,23177.271,617.2544032,0.52809064,12.50279712,107.2477887,320.5609895,0.154438223
2020/12/23,23433.98076,623.4432027,0.432018373,12.55175046,108.7575293,309.8905423,0.154316156
2020/12/24,23224.45414,584.5174191,0.275389409,10.66140124,103.3558168,275.0034243,0.139437395
2020/12/25,23623.88553,612.5741967,0.288024224,11.41548886,108.7117631,292.4548589,0.153734446
2020/12/26,24581.00617,621.6166903,0.322611295,11.46923101,123.8290072,312.0856112,0.157575432
2020/12/27,26381.29623,633.9198224,0.293206632,10.73477459,129.6019595,322.1116852,0.157577432
2020/12/28,26389.29026,681.279485,0.282668326,12.09103832,127.1882639,340.1763437,0.153423286
2020/12/29,26718.02946,726.1045863,0.252882911,12.65699106,129.2579181,356.4214596,0.17412395
2020/12/30,26975.72956,724.5759622,0.222478851,11.45882038,126.3061852,347.0632659,0.185891241
2020/12/31,28768.83621,746.0625173,0.218717786,11.27171112,128.2615636,356.0288473,0.183988045
2021/1/1,29111.52157,741.1184043,0.221629887,11.17416309,124.0329713,344.4703633,0.180171126
2021/1/2,29333.60512,730.0351684,0.238273958,11.92980301,125.9308648,339.5431854,0.175171151
2021/1/3,32154.16736,771.4757567,0.22097998,12.02966146,136.8669235,352.456504,0.17841574
2021/1/4,33002.53643,976.8926808,0.223254101,13.47617323,155.7559164,407.2829399,0.197739446
2021/1/5,31431.61228,1017.862399,0.232838041,13.26028176,151.8488493,398.2928731,0.214113807
2021/1/6,34433.60651,1123.162841,0.226211771,14.88897653,162.409682,423.2725097,0.264307281
2021/1/7,36275.75635,1193.57152,0.254945272,16.89221629,167.7460167,453.6552464,0.3258528
2021/1/8,39713.50786,1251.04921,0.336645183,16.16504402,172.8270787,458.2986858,0.302755754
2021/1/9,40519.4486,1208.579979,0.310874365,15.23704621,173.8433912,437.0073483,0.297562328
2021/1/10,40258.92399,1287.484144,0.325657954,17.39835495,175.5678323,559.4612375,0.329465609
2021/1/11,38709.76537,1281.997661,0.316043179,16.52006589,171.1082579,600.0709734,0.308523275
2021/1/12,34409.64238,1055.890925,0.285123383,14.09704989,134.7744663,464.5213411,0.267266493
2021/1/13,34214.61026,1064.201284,0.294184185,14.07672879,134.5519025,459.4799554,0.286328377
2021/1/14,37017.0075,1116.434087,0.304657963,15.84671532,143.926057,489.9169546,0.306234747
2021/1/15,38435.86351,1177.344245,0.292779777,16.87748643,147.8348259,505.3554592,0.30322665
2021/1/16,36751.58497,1171.395883,0.280457285,20.39624577,142.3783133,486.0671052,0.303342942
